aircraft_profile,origin,destination,distance_nm,payload_kg,taxi_minutes,wind_component_knots,temperature_c,planned_burn_kg,actual_burn_kg,flight_date
generic_business_jet,EGGW,EGNM,737.04,498.28,7.82,0.72,-3.03,5071.15,4986.77,2025-02-13
generic_business_jet,EGPF,EHAM,1269.76,1443.05,16.58,-29.15,10.81,8927.48,8359.52,2025-09-26
generic_light_aircraft,EGGW,EGNX,1408.23,229.36,26.33,-37.83,21.87,1922.37,1863.56,2025-06-28
generic_business_jet,EGGW,EGPF,1195.24,1454.52,9.72,-17.02,27.86,8313.69,8521.74,2026-04-19
generic_light_aircraft,LLBG,EGGW,701.06,403.09,24.76,-36.01,-2.82,967.46,897.17,2026-04-20
generic_light_aircraft,EGLL,EGPH,1262.61,144.51,15.9,-43.18,3.36,1715.72,1653.82,2025-05-13
generic_transport_aircraft,LFPG,EGNM,1786.49,8493.32,20.7,-14.87,31.24,26066.22,25837.27,2025-05-11
generic_business_jet,EGLL,EGTK,1430.03,1226.95,7.17,7.38,-4.67,9758.13,9431.44,2025-12-04
generic_light_aircraft,EGPH,EGSS,1567.31,359.76,11.09,-14.54,34.06,2091.1,2150.03,2025-06-11
generic_transport_aircraft,EGNM,EDDF,372.16,6257.48,16.08,29.11,-4.14,5429.37,5435.38,2025-07-21
generic_light_aircraft,LEMD,EGLL,1245.97,242.15,12.65,34.68,34.14,1608.25,1716.84,2025-02-01
generic_heavy_transport,EDDF,EGNX,1607.66,37594.35,6.65,-0.6,6.21,70064.51,74824.12,2025-02-14
generic_transport_aircraft,LEMD,EGPF,1234.88,10536.07,21.1,-11.61,17.92,18107.95,19839.83,2025-06-09
generic_business_jet,EHAM,EGPH,276.26,1278.71,18.78,9.72,3.09,2008.0,2117.06,2026-04-11
generic_heavy_transport,EGLL,EGNM,1757.49,10806.1,26.53,28.37,7.7,74766.62,79558.22,2026-01-04
generic_business_jet,EGSS,EGGW,1588.76,1390.62,22.84,25.41,11.56,10837.49,10290.33,2026-04-03
generic_business_jet,EDDF,LEBL,1412.33,460.16,10.06,16.0,19.48,9598.65,9900.88,2025-10-18
generic_transport_aircraft,EHAM,EGGW,450.25,799.97,7.75,17.39,0.36,6431.65,6657.63,2025-04-05
generic_transport_aircraft,LLBG,EGPF,286.33,2722.49,6.71,16.16,-4.4,4121.65,3911.79,2025-07-31
generic_transport_aircraft,EGGW,LEBL,400.97,2852.46,9.9,31.38,12.57,5741.31,5384.01,2026-03-31
generic_business_jet,EGGW,EGNM,118.41,1403.0,14.37,-19.97,19.46,923.96,871.93,2025-11-01
generic_transport_aircraft,LFPG,EHAM,1280.72,942.89,8.4,-8.45,30.11,18372.6,18918.5,2026-01-12
generic_business_jet,EGTK,EHAM,1387.86,1743.89,10.18,-9.84,30.38,9611.48,9335.7,2025-05-27
generic_business_jet,EGNM,EGLL,1121.05,381.82,17.37,-33.62,28.2,7915.54,7250.17,2026-02-03
generic_transport_aircraft,EHAM,LEBL,734.83,4219.8,6.55,-8.71,30.86,10616.29,10895.75,2026-03-28
generic_business_jet,EGNM,EGSS,1258.96,1660.74,23.52,12.47,-0.06,8696.79,9090.57,2025-09-26
generic_transport_aircraft,LEMD,EGPF,1756.46,7538.83,9.52,-0.97,-3.24,25325.25,26325.55,2025-06-21
generic_heavy_transport,EHAM,LEMD,329.53,10784.29,22.92,-40.9,7.32,14966.12,14705.49,2025-04-03
generic_heavy_transport,EGSS,EGGW,51.2,35615.83,6.27,-5.19,14.95,2442.82,2103.29,2025-11-08
generic_business_jet,EGNM,EGGW,1202.37,980.61,15.72,3.1,-4.74,8290.93,8562.7,2026-02-24
generic_light_aircraft,LLBG,EGGW,305.19,361.31,6.81,23.31,21.68,403.59,391.5,2025-06-02
generic_light_aircraft,EGPH,EGSS,776.76,171.3,20.79,3.89,22.66,1038.37,955.25,2025-08-22
generic_business_jet,LEMD,EHAM,107.9,1452.77,13.1,26.8,27.81,828.93,783.85,2026-03-08
generic_business_jet,LFPG,EGSS,281.13,1341.93,12.04,-2.84,15.99,2007.6,1956.87,2026-01-09
generic_heavy_transport,EDDF,LFPG,893.83,32546.17,26.55,33.9,6.49,39151.1,36357.83,2025-06-12
generic_transport_aircraft,EGNX,EHAM,1138.79,11161.71,19.51,-5.29,24.17,16676.41,15010.31,2025-04-30
generic_heavy_transport,LEMD,EGNX,47.77,5959.47,19.76,-35.57,28.92,2743.88,2747.77,2025-08-01
generic_business_jet,EGPF,EGTK,1028.53,1256.26,6.25,-28.91,6.27,7176.0,7260.59,2025-06-15
generic_light_aircraft,LEBL,EGTK,629.91,258.42,18.52,31.81,28.28,832.34,794.32,2026-03-03
generic_transport_aircraft,EGPH,LEMD,877.75,908.92,8.99,-32.57,13.42,12742.17,13729.66,2026-02-21
generic_light_aircraft,EGPF,LEBL,959.48,325.98,20.92,-0.59,-4.25,1274.25,1162.55,2025-06-19
generic_business_jet,LEBL,LLBG,1746.67,720.69,6.69,33.69,20.06,11711.8,12171.47,2025-11-01
generic_transport_aircraft,EGSS,LLBG,1282.74,4116.74,6.7,-11.89,14.88,18484.31,17378.43,2025-08-20
generic_business_jet,LLBG,EGNX,575.57,468.35,23.27,17.22,31.53,4058.75,4011.68,2025-09-14
generic_business_jet,EGLL,EGNX,893.49,1610.82,12.83,-18.81,25.78,6264.12,6290.91,2026-04-26
generic_heavy_transport,LFPG,LEMD,405.1,6462.1,14.53,24.18,-0.37,17485.1,17377.21,2026-03-23
generic_transport_aircraft,EGSS,EGPF,125.98,6486.64,20.5,-20.0,18.1,2028.59,2059.64,2026-04-02
generic_business_jet,EGGW,EGPF,547.93,1098.41,23.0,8.69,5.91,3880.88,3938.67,2025-10-14
generic_business_jet,LFPG,EGSS,659.81,777.73,9.11,11.35,6.33,4529.55,4632.22,2025-02-06
generic_heavy_transport,EGNX,EDDF,993.71,7029.05,6.64,27.26,-2.98,41854.4,41127.29,2025-12-27
generic_transport_aircraft,EHAM,EDDF,1256.17,5627.12,13.82,-18.41,2.93,18263.06,18547.78,2026-02-19
generic_heavy_transport,LFPG,EGSS,1371.33,23627.81,8.9,20.03,31.79,58767.47,55273.69,2025-12-30
generic_transport_aircraft,LEBL,EGNM,1707.77,2152.8,25.71,-24.36,9.54,24834.18,25132.44,2026-04-15
generic_transport_aircraft,EDDF,EGPH,1593.62,5712.76,6.67,-6.97,9.06,22953.9,22204.03,2025-11-06
generic_transport_aircraft,EHAM,EGLL,756.98,8714.14,8.35,-0.51,-2.16,10973.47,11062.54,2025-08-25
generic_business_jet,EGPF,EDDF,1134.64,1121.92,27.43,-14.29,8.63,7995.68,8225.53,2025-08-11
generic_business_jet,EHAM,LLBG,1263.2,559.63,20.73,14.15,23.48,8684.23,8096.39,2025-02-28
generic_transport_aircraft,EHAM,EDDF,1019.18,9953.27,9.88,31.47,-2.22,14591.68,15733.34,2025-07-14
generic_transport_aircraft,EGPH,LFPG,152.9,3002.54,9.06,1.46,25.2,2278.22,2423.33,2026-01-23
generic_light_aircraft,EGLL,LEMD,977.35,255.99,18.71,-29.35,22.26,1328.51,1289.92,2025-06-05
generic_heavy_transport,EGPF,LEBL,649.18,8571.5,6.18,33.91,11.17,27385.22,29173.92,2025-05-31
generic_heavy_transport,EGTK,EGPF,1743.66,5033.73,18.32,33.3,-0.61,73395.84,73191.6,2025-10-30
generic_business_jet,EGPF,LEMD,716.8,872.35,17.99,8.0,13.99,4989.58,5057.25,2025-07-16
generic_transport_aircraft,LLBG,EGPH,315.74,11970.74,20.74,-34.26,-2.13,4835.18,5258.24,2025-08-12
generic_light_aircraft,EGLL,EGSS,1459.43,444.06,25.66,10.63,32.21,1928.89,1945.6,2025-08-21
generic_transport_aircraft,LFPG,EGPF,834.83,4586.03,10.09,3.37,18.12,12021.5,12299.22,2025-07-30
generic_business_jet,LFPG,EDDF,1761.8,1152.22,21.51,-35.95,14.26,12416.84,12004.86,2025-03-14
generic_transport_aircraft,LEMD,LEBL,1553.16,9131.7,12.15,-3.64,15.93,22508.9,21793.63,2025-12-06
generic_transport_aircraft,EDDF,EGSS,991.29,7165.73,19.49,27.29,16.4,14259.2,12030.31,2025-09-20
generic_transport_aircraft,EGNM,EDDF,783.88,11546.68,23.56,-21.86,-3.59,11659.66,12603.7,2025-10-16
generic_transport_aircraft,EGNX,EGTK,1059.64,7087.89,20.44,-21.66,24.5,15554.27,12869.1,2025-02-12
generic_light_aircraft,EGLL,EHAM,1420.5,200.82,19.55,-22.98,5.28,1903.9,1896.23,2026-01-14
generic_business_jet,EGLL,LEMD,1462.76,691.88,21.42,-6.21,26.97,10161.04,9401.65,2025-06-25
generic_transport_aircraft,EGSS,EGGW,1487.13,10132.56,22.56,-11.96,10.33,21765.98,20740.63,2025-10-23
generic_light_aircraft,LEMD,EGPH,509.01,427.81,7.16,-7.88,14.05,675.19,624.6,2026-01-21
generic_business_jet,LFPG,EGGW,1283.34,1011.88,9.19,24.62,-4.53,8684.7,9152.5,2025-09-29
generic_light_aircraft,EDDF,EGTK,977.42,241.53,24.57,3.84,21.08,1302.19,1267.68,2025-05-19
generic_light_aircraft,EGNX,LLBG,1193.37,256.46,23.01,14.93,24.37,1569.9,1521.65,2025-12-20
generic_transport_aircraft,EGLL,EGPF,1225.77,10064.43,6.26,-37.18,-0.84,18001.07,17656.15,2025-04-23
generic_business_jet,LEMD,EGNX,104.74,1229.1,7.25,2.53,30.76,777.81,789.79,2025-03-03
generic_light_aircraft,EGSS,EDDF,1196.97,459.96,18.45,32.37,30.84,1554.33,1667.46,2025-05-10
generic_transport_aircraft,EGNX,LFPG,177.88,5714.6,27.9,16.55,22.69,2814.66,2683.26,2026-02-04
generic_transport_aircraft,EGSS,EGPH,716.81,4325.53,7.32,31.45,5.59,10181.8,9347.45,2025-09-09
generic_business_jet,EGGW,EDDF,1177.82,462.65,17.89,-10.5,19.56,8198.78,8581.05,2025-01-18
generic_transport_aircraft,EGSS,EGLL,484.8,5627.64,25.72,-33.09,20.61,7299.38,7567.69,2025-12-07
generic_light_aircraft,EGPF,EGNX,623.85,256.53,6.08,11.61,25.84,820.38,774.91,2026-02-20
generic_transport_aircraft,LEBL,EGSS,50.8,11472.79,24.0,-6.43,17.69,977.73,985.22,2025-07-03
generic_business_jet,EGPH,LEMD,141.87,1795.52,20.24,-15.77,29.13,1134.21,1070.05,2025-05-29
generic_light_aircraft,EDDF,EGGW,114.03,253.67,10.2,10.67,30.86,172.06,187.39,2025-07-03
generic_heavy_transport,EGNM,EGSS,813.66,12578.58,6.79,-42.97,34.86,35305.56,35444.84,2025-11-26
generic_transport_aircraft,EGNX,LFPG,1509.11,5667.03,27.91,-42.04,-2.76,22268.66,23480.76,2025-01-22
generic_business_jet,EGPF,EGSS,1192.51,1084.68,26.68,24.62,16.46,8203.02,8184.55,2026-01-12
generic_transport_aircraft,EGLL,LFPG,871.99,11057.22,7.01,11.1,0.22,12596.72,12092.9,2025-01-26
generic_light_aircraft,EGNX,LLBG,1117.7,434.14,7.41,20.4,-0.43,1441.04,1350.38,2025-04-14
generic_transport_aircraft,EGPF,EGPH,1768.75,8301.58,13.13,33.07,18.04,25207.4,24130.0,2026-03-05
generic_transport_aircraft,LEBL,EGGW,1085.86,4358.29,8.66,-33.7,11.61,15824.79,15458.92,2026-04-19
generic_light_aircraft,EHAM,EGTK,1433.3,352.88,14.27,-32.38,30.19,1941.0,1813.09,2025-01-04
generic_transport_aircraft,EGLL,EGSS,1087.0,3762.91,21.26,18.38,14.04,15613.96,15947.38,2025-08-19
generic_heavy_transport,EGPF,EGGW,1116.49,6504.85,9.96,-5.01,33.01,47610.04,48651.2,2026-02-05
generic_business_jet,EGNX,EGPF,1023.78,587.85,27.71,33.14,19.76,7037.7,7778.4,2025-08-26
generic_transport_aircraft,LEBL,EDDF,530.13,2727.77,23.53,9.82,33.74,7777.21,6821.64,2025-04-01
generic_heavy_transport,EGLL,LEMD,139.82,19567.72,10.61,-24.89,19.67,6400.18,6698.31,2025-01-27
generic_light_aircraft,LFPG,EGLL,96.01,305.96,7.56,-26.18,12.79,136.51,131.26,2025-08-03
generic_transport_aircraft,EGGW,LEBL,616.58,9458.22,13.17,-37.15,24.51,9154.67,9488.89,2025-08-30
generic_light_aircraft,EHAM,EGNM,809.94,186.47,19.41,-30.76,9.94,1101.73,1058.84,2025-04-10
generic_heavy_transport,EDDF,EGPH,399.88,10088.47,21.23,-40.23,0.46,17916.47,18567.22,2025-06-25
generic_transport_aircraft,EGGW,EGPH,1430.65,7836.99,19.45,-31.41,33.81,21029.91,20001.21,2025-02-14
generic_transport_aircraft,EGPF,EHAM,1792.39,7303.18,24.41,-22.67,24.2,26222.1,26127.96,2025-10-24
generic_heavy_transport,EGGW,EDDF,1648.64,40930.07,15.19,-41.46,34.65,73311.45,70288.16,2025-09-16
generic_transport_aircraft,EGTK,EGNM,886.12,9677.2,24.07,-8.8,4.62,13050.45,12944.53,2025-04-22
generic_business_jet,EGLL,EGPF,1181.61,436.09,16.56,-20.61,23.13,8265.28,8239.46,2026-01-18
generic_heavy_transport,EHAM,EGTK,858.9,10544.96,21.47,-30.2,29.86,37544.46,44303.14,2025-02-06
generic_business_jet,EGPF,LEBL,102.41,938.85,11.94,30.69,16.7,772.48,725.08,2026-02-08
generic_transport_aircraft,EDDF,EGSS,634.14,11220.8,17.32,27.8,9.56,9221.74,9694.21,2025-01-21
generic_light_aircraft,EGPH,EGPF,1025.68,126.8,21.61,-28.62,34.25,1404.59,1428.75,2025-02-28
generic_transport_aircraft,EDDF,EGNM,1365.25,10518.01,21.46,15.25,25.44,19786.07,18790.05,2025-08-05
generic_light_aircraft,EGNX,EGTK,650.87,294.49,17.59,-35.18,23.39,897.62,992.92,2025-09-30
generic_transport_aircraft,EGNX,LFPG,1448.83,11371.7,23.79,30.27,-2.37,20894.19,21883.64,2026-04-05
generic_heavy_transport,EGLL,EGPH,180.04,11590.65,8.46,-33.16,1.02,8020.94,7714.29,2025-11-18
generic_business_jet,EGTK,EGPH,1242.62,1697.58,16.43,-11.39,24.51,8661.82,10353.33,2026-03-04
generic_business_jet,LFPG,LEMD,1060.63,1283.64,23.31,-6.11,21.63,7430.38,7465.98,2025-10-08
generic_business_jet,EGNM,LFPG,276.58,1484.02,9.78,-24.2,14.37,1983.66,1909.61,2025-05-26
generic_transport_aircraft,EGNM,EGLL,327.19,6656.14,10.01,-30.97,23.32,4859.34,4775.56,2026-02-11
generic_business_jet,EGLL,EGGW,117.22,774.94,8.78,-24.17,2.38,872.94,861.15,2025-06-26
generic_business_jet,EGLL,EGPF,1756.94,1100.46,8.67,-43.01,32.24,12352.75,12283.68,2025-08-23
generic_light_aircraft,EGPH,EGLL,1341.06,490.24,13.29,11.44,13.96,1746.62,1689.5,2025-10-21
generic_transport_aircraft,EDDF,EGLL,1323.59,11106.36,13.45,-36.01,14.16,19524.27,26708.14,2025-10-10
generic_light_aircraft,EGSS,EGPH,1128.75,188.15,13.86,-18.89,19.33,1509.64,1543.94,2026-01-28
generic_light_aircraft,EGNX,EGGW,989.91,278.18,20.77,-38.01,15.47,1350.92,1436.43,2025-06-12
generic_transport_aircraft,EHAM,EDDF,143.36,8167.81,14.75,12.28,12.11,2197.26,2182.97,2025-06-07
generic_light_aircraft,EGNM,EHAM,1322.38,277.69,27.84,19.29,6.55,1728.46,1738.22,2026-04-05
generic_heavy_transport,EGPF,LEBL,289.94,28487.2,7.89,-28.38,13.98,12882.87,14284.07,2025-10-30
generic_light_aircraft,LEBL,EGPF,763.6,465.76,15.12,-0.53,23.41,1019.39,897.58,2025-03-12
generic_transport_aircraft,EGGW,EGLL,553.01,6141.73,24.1,-20.84,18.41,8236.93,7493.99,2026-02-10
generic_business_jet,EGTK,EGGW,1722.83,1551.36,16.4,7.31,30.71,11832.91,11872.49,2025-09-09
generic_business_jet,LEMD,EDDF,254.47,715.83,27.88,-39.66,24.82,1981.86,1858.97,2025-11-18
generic_heavy_transport,EDDF,EGNM,1481.08,19928.09,22.13,-43.6,5.38,65005.41,62754.21,2025-03-16
generic_heavy_transport,EGPH,LFPG,282.8,11532.35,12.0,-11.44,31.48,12479.88,12129.03,2026-04-25
generic_light_aircraft,EGSS,EHAM,1147.19,405.88,19.17,-31.63,7.9,1552.5,1608.06,2026-03-09
generic_business_jet,EDDF,LLBG,1247.95,1332.52,8.11,1.4,27.93,8571.09,9138.89,2025-09-06
generic_heavy_transport,EGPF,EGPH,331.12,13715.05,17.07,21.53,26.8,14586.71,14665.19,2025-12-20
generic_transport_aircraft,LLBG,LFPG,1295.52,8576.05,23.66,-11.61,31.64,18969.85,16915.28,2025-06-09
generic_light_aircraft,LEMD,EGPH,820.6,495.03,17.51,32.61,1.89,1062.66,1083.39,2026-01-17
generic_business_jet,LLBG,EGSS,1548.71,513.54,10.98,-34.97,0.21,10838.11,11642.3,2025-02-09
generic_transport_aircraft,EGTK,LLBG,801.84,2758.04,6.72,7.78,18.73,11465.31,11923.34,2026-04-11
generic_light_aircraft,EGNX,EGTK,1216.61,401.82,23.21,28.61,3.22,1576.6,1621.69,2025-02-16
generic_heavy_transport,EGLL,LEBL,1710.13,18913.46,9.53,-4.95,24.14,73513.96,72010.28,2025-10-19
generic_transport_aircraft,EGSS,EGLL,1384.49,6581.65,21.75,32.14,1.87,19801.65,19804.21,2026-04-19
generic_heavy_transport,EGGW,EHAM,878.13,32925.32,10.07,8.88,-0.71,38223.31,38027.55,2025-07-14
generic_transport_aircraft,EGPF,EGGW,760.3,9256.21,12.91,-7.73,15.79,11109.06,10530.75,2026-01-05
generic_business_jet,EGTK,EGLL,248.09,725.42,19.21,-20.04,34.05,1862.98,1865.53,2025-10-11
generic_heavy_transport,EGPF,EGNX,796.07,39270.95,25.68,19.19,32.56,35322.11,35112.45,2025-12-11
generic_business_jet,EGSS,EGNM,1200.75,427.51,9.15,-12.95,18.62,8303.31,8357.51,2026-04-19
generic_business_jet,EGLL,EGSS,394.4,600.4,24.57,-12.66,4.31,2882.07,2716.15,2026-01-28
generic_business_jet,EHAM,EDDF,1430.56,1265.75,14.81,-6.93,19.13,9902.73,10194.55,2025-09-06
generic_light_aircraft,LFPG,EGNX,842.88,148.88,16.77,-26.53,32.7,1152.89,1254.84,2025-09-13
generic_heavy_transport,EDDF,EGTK,716.52,32168.17,9.36,4.76,-1.15,31249.63,31771.79,2026-01-20
generic_transport_aircraft,LFPG,LLBG,862.87,3875.97,16.95,-4.62,16.7,12517.76,14834.08,2025-08-09
generic_transport_aircraft,EGSS,EGNM,1541.79,5589.4,6.79,-30.85,21.38,22432.86,21000.35,2026-03-29
generic_transport_aircraft,LEMD,EGLL,281.03,8730.82,16.72,-36.25,22.0,4276.07,4084.58,2025-09-01
generic_transport_aircraft,LFPG,EGLL,731.88,6188.95,27.36,4.36,9.11,10742.29,9983.41,2025-06-14
generic_transport_aircraft,EGTK,EGSS,269.99,4713.72,23.81,1.72,25.61,4104.36,3948.28,2025-07-02
generic_light_aircraft,EGPF,EGPH,473.62,193.85,12.87,-38.2,22.52,655.63,630.65,2025-02-28
generic_light_aircraft,EGPH,EGLL,617.34,284.36,24.99,0.44,31.06,845.8,838.32,2025-06-12
generic_business_jet,EGPF,EDDF,1049.81,1512.49,8.2,9.01,8.44,7182.12,7788.36,2026-01-27
generic_light_aircraft,EDDF,EGPH,570.66,487.77,10.44,5.84,33.96,767.34,840.55,2025-05-16
generic_heavy_transport,EGTK,EGPH,750.56,14035.44,22.34,-37.64,28.77,33112.33,34730.16,2025-06-22
generic_transport_aircraft,EGNX,EGSS,977.02,5411.72,13.64,-38.87,27.95,14359.28,13692.66,2025-06-10
generic_business_jet,EGGW,EGNM,1141.81,979.84,22.8,-30.55,-4.26,8083.65,8072.71,2026-03-18
generic_transport_aircraft,EGLL,EDDF,1204.71,9974.94,26.64,-23.57,20.52,17800.44,18493.95,2026-04-24
generic_transport_aircraft,EHAM,LEBL,961.58,4689.16,9.25,-32.96,22.41,14037.78,12628.91,2025-08-11
generic_heavy_transport,EGPF,EGPH,1644.05,30357.1,24.61,-23.65,6.48,72352.12,75582.57,2025-05-03
generic_light_aircraft,EGSS,EGGW,476.0,430.89,16.21,-0.21,12.45,639.18,684.52,2025-01-19
generic_business_jet,EGGW,EGLL,96.14,1484.5,12.11,-0.94,20.77,747.96,811.52,2025-01-29
generic_business_jet,LLBG,EGSS,567.95,395.37,27.01,26.74,21.87,4004.45,4096.94,2025-07-23
generic_transport_aircraft,LLBG,LEMD,459.25,7066.19,17.01,-35.35,21.57,6862.24,6291.71,2025-09-12
generic_transport_aircraft,EGSS,EGNX,1401.95,4104.22,24.31,13.98,27.23,20163.84,19236.45,2026-04-24
generic_light_aircraft,EGPF,EGGW,352.4,487.97,15.67,-24.66,18.58,489.16,463.13,2025-06-12
generic_transport_aircraft,LFPG,EGPF,477.34,3693.94,23.25,-33.41,14.01,7143.45,7166.5,2025-06-07
generic_heavy_transport,EGTK,LEMD,1108.2,38658.92,20.57,30.27,22.63,48429.01,48905.0,2025-06-08
generic_business_jet,EDDF,LEBL,1470.5,483.08,25.07,23.61,10.54,10050.98,9653.85,2025-07-21
generic_light_aircraft,EGNX,EGPH,1488.85,194.18,10.63,26.22,31.64,1923.69,1776.05,2025-07-28
generic_business_jet,LEBL,EGTK,185.57,1469.19,16.82,13.96,32.06,1390.04,1274.48,2025-08-05
generic_transport_aircraft,LLBG,EGSS,1270.84,6322.85,13.74,3.17,27.54,18337.89,21186.97,2025-11-25
generic_transport_aircraft,EDDF,EGLL,1433.24,2065.06,14.81,5.26,7.55,20517.03,19280.64,2025-03-22
generic_transport_aircraft,EGGW,EHAM,1392.15,7965.58,8.86,2.52,11.41,20068.98,21192.09,2025-03-10
generic_transport_aircraft,EGNX,EGLL,1495.98,9694.58,10.37,-11.84,2.28,21757.44,21270.2,2026-03-04
generic_light_aircraft,EHAM,EGGW,85.31,323.41,19.46,-26.7,-1.44,136.65,130.96,2025-01-26
generic_business_jet,EGPF,EDDF,501.58,433.59,14.09,30.78,-0.31,3453.49,3488.11,2025-08-11
generic_transport_aircraft,LEBL,EGNM,912.23,3081.57,10.47,30.68,27.54,12959.5,12839.49,2025-08-09
generic_transport_aircraft,LLBG,EGGW,1791.59,3754.12,20.9,-11.53,11.34,25914.77,28263.72,2025-05-29
generic_transport_aircraft,EGNX,EGGW,1637.36,4750.83,21.05,-8.35,-4.59,23706.42,24478.08,2025-12-18
generic_business_jet,EGGW,LEBL,787.88,1195.79,7.61,-0.44,-2.92,5426.9,5622.77,2025-08-30
generic_heavy_transport,EGPH,EDDF,1742.45,28929.28,22.46,-41.36,5.15,76893.61,74271.44,2025-07-09
generic_light_aircraft,EGLL,EHAM,359.8,167.95,16.84,-17.87,13.72,494.62,478.85,2025-12-30
generic_light_aircraft,LFPG,EGPF,250.06,117.66,8.81,24.73,28.39,340.3,339.71,2026-03-25
generic_transport_aircraft,EGNX,EDDF,1671.39,6445.19,15.59,-31.8,24.47,24442.3,21372.98,2025-03-19
generic_transport_aircraft,LFPG,LEMD,817.18,2672.58,7.2,-30.35,13.81,11870.65,12249.27,2026-04-04
generic_business_jet,EGNM,EGTK,1780.38,1141.28,16.07,-36.0,23.79,12514.13,13175.26,2025-06-28
generic_heavy_transport,EGSS,EGNX,362.05,11731.8,17.19,-23.18,30.64,16099.19,15092.95,2025-09-27
generic_light_aircraft,LEBL,EHAM,1660.33,198.46,16.96,-37.46,8.15,2242.28,2158.59,2025-12-15
generic_business_jet,EGSS,EGNM,1675.66,459.1,13.12,-42.69,13.41,11785.81,11591.17,2025-05-18
generic_light_aircraft,EHAM,LEMD,1746.95,362.47,26.92,-19.01,24.26,2346.48,2204.1,2026-02-13
generic_business_jet,EHAM,EGLL,130.44,1265.47,13.11,-40.56,-2.17,1004.84,1056.55,2025-04-02
generic_heavy_transport,EGGW,LLBG,201.53,39093.83,9.58,17.36,6.4,9049.94,8904.74,2025-12-01
generic_business_jet,EGLL,EGSS,1450.93,1403.83,26.28,27.3,19.14,9928.92,9773.58,2025-04-13
generic_heavy_transport,EGNM,LFPG,881.15,27522.28,15.31,15.52,27.44,38284.19,39017.16,2025-08-11
generic_light_aircraft,EDDF,EGPF,945.91,489.31,20.88,6.81,23.55,1256.99,1333.72,2025-02-12
generic_business_jet,EGNX,LFPG,1637.15,1016.42,9.27,-34.78,31.12,11463.28,11137.6,2025-09-25
generic_transport_aircraft,EGPF,EGNX,1012.0,11048.97,17.3,-4.15,11.52,14803.28,13535.52,2025-07-01
generic_light_aircraft,EGNX,EDDF,928.55,145.57,20.55,-30.64,2.29,1260.76,1285.14,2025-02-12
generic_business_jet,EGPF,LEBL,1075.55,982.5,20.75,4.9,5.6,7456.81,8269.28,2025-04-05
generic_heavy_transport,EGSS,LEBL,500.1,31936.35,15.54,-43.57,10.8,22460.28,27331.42,2025-09-02
generic_business_jet,EGNM,LEBL,1199.29,1416.37,21.97,-20.78,27.53,8446.85,7918.2,2025-12-12
generic_business_jet,EGPF,LLBG,264.53,320.81,8.46,-43.73,33.82,1922.26,1813.83,2025-04-18
generic_light_aircraft,EGNM,LEMD,469.32,436.84,24.88,-1.91,-1.56,641.7,644.17,2025-03-01
generic_transport_aircraft,EGLL,EGGW,826.44,6078.04,6.43,-9.04,4.71,11950.1,11580.73,2026-03-01
generic_light_aircraft,LLBG,EGPF,58.82,352.16,21.69,33.36,28.94,111.77,111.1,2025-05-29
generic_business_jet,EGTK,LFPG,945.94,1386.92,26.58,27.41,29.71,6550.17,6066.84,2025-02-01
generic_business_jet,LFPG,EGTK,599.32,395.27,25.64,-11.63,13.93,4291.18,3733.34,2025-12-24
generic_light_aircraft,EGPF,EGTK,1319.5,287.7,15.64,-4.39,18.51,1744.23,1751.65,2026-04-17
generic_transport_aircraft,EHAM,LEBL,275.18,3874.03,21.65,31.78,28.32,4104.67,3933.85,2026-02-14
generic_transport_aircraft,LLBG,EGLL,540.71,9116.42,20.68,-34.67,2.98,8100.87,7458.23,2025-02-21
generic_heavy_transport,LEBL,EGPF,911.49,14388.76,18.25,34.94,9.35,38973.74,38755.08,2026-03-17
generic_transport_aircraft,LFPG,EGTK,637.72,1810.65,10.99,-0.04,14.45,9189.97,9948.03,2026-02-06
generic_light_aircraft,EGPH,LLBG,1585.39,207.0,9.33,10.21,15.62,2057.81,1971.95,2025-08-13
generic_heavy_transport,LEBL,EGNM,1371.37,43986.39,23.2,3.77,29.34,60640.52,56072.91,2025-10-15
generic_light_aircraft,EGTK,EHAM,1150.52,448.35,26.04,-32.44,6.68,1566.31,1470.84,2025-02-20
generic_business_jet,EGLL,LEMD,1482.63,484.48,10.44,32.57,25.77,9982.55,8919.03,2025-06-24
generic_light_aircraft,EGNX,EHAM,511.86,386.08,15.13,5.36,4.82,681.62,682.55,2025-03-12
generic_business_jet,LEBL,EGPF,763.34,988.13,24.75,18.57,9.47,5322.78,5814.93,2026-01-30
generic_transport_aircraft,EGTK,LEBL,1701.09,1474.95,12.93,33.56,1.57,23994.98,26057.92,2025-11-25
generic_light_aircraft,EGLL,EDDF,1153.47,385.35,20.53,-3.42,6.83,1529.87,1583.35,2025-12-15
generic_heavy_transport,LEMD,LFPG,1311.32,17547.81,13.57,21.16,31.01,56049.28,54713.32,2025-11-26
generic_transport_aircraft,EGGW,EHAM,1129.92,5584.65,13.6,19.95,20.95,16182.85,15862.11,2026-03-28
generic_light_aircraft,EGNX,EGSS,632.04,390.04,22.28,-34.92,34.68,887.18,882.62,2025-09-24
generic_transport_aircraft,EGPH,LLBG,86.11,10738.67,17.88,-24.3,28.29,1444.08,1478.35,2025-08-05
generic_transport_aircraft,LFPG,EGSS,1521.98,3487.2,17.16,-35.09,25.26,22223.9,23468.32,2025-01-03
